"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Stacked Graphs – Geometry & Aesthetics","L. Byron; M. Wattenberg",The New York Times; Visual Communication Lab at IBM,"IEEE Transactions on Visualization and Computer Graphics","24 Oct 2008","2008","14","6","1245","1252","In February 2008, the New York Times published an unusual chart of box office revenues for 7500 movies over 21 years. The chart was based on a similar visualization, developed by the first author, that displayed trends in music listening. This paper describes the design decisions and algorithms behind these graphics, and discusses the reaction on the Web. We suggest that this type of complex layered graph is effective for displaying large data sets to a mass audience. We provide a mathematical analysis of how this layered graph relates to traditional stacked graphs and to techniques such as ThemeRiver, showing how each method is optimizing a different ldquoenergy functionrdquo. Finally, we discuss techniques for coloring and ordering the layers of such graphs. Throughout the paper, we emphasize the interplay between considerations of aesthetics and legibility.","1941-0506","","10.1109/TVCG.2008.166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658136","Index Terms—;Streamgraph;ThemeRiver;listening history;last.fm;aesthetics;communication-minded visualization;time series","Geometry;Data visualization;Algorithm design and analysis;Graphics;History;Motion pictures;Process design;Blogs;Mathematical analysis;Optimization methods","data visualisation","stacked graphs;complex layered graph;layered graph;aesthetics;communication-minded visualization;geometry","","218","13","20","","24 Oct 2008","","","IEEE","IEEE Journals"
"Visualizing network data","R. A. Becker; S. G. Eick; A. R. Wilks","AT&T Bell Labs., Naperville, IL, USA; AT&T Bell Labs., Naperville, IL, USA; AT&T Bell Labs., Naperville, IL, USA","IEEE Transactions on Visualization and Computer Graphics","6 Aug 2002","1995","1","1","16","28","Networks are critical to modern society, and a thorough understanding of how they behave is crucial to their efficient operation. Fortunately, data on networks is plentiful; by visualizing this data, it is possible to greatly improve our understanding. Our focus is on visualizing the data associated with a network and not on simply visualizing the structure of the network itself. We begin with three static network displays; two of these use geographical relationships, while the third is a matrix arrangement that gives equal emphasis to all network links. Static displays can be swamped with large amounts of data; hence we introduce direct manipulation techniques that permit the graphs to continue to reveal relationships in the context of much more data. In effect, the static displays are parameterized so that interesting views may easily be discovered interactively. The software to carry out this network visualization is called SeeNet.<<ETX>></ETX>","1941-0506","","10.1109/2945.468391","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=468391","","Data visualization;Displays;Data analysis;Personal communication networks;Statistics;Communication networks;Computer graphics;Data communication;IP networks;Computer networks","data visualisation;user interfaces;telecommunication computing;matrix algebra","network data visualization;static network displays;geographical relationships;matrix arrangement;network links;direct manipulation techniques;SeeNet;parameter focusing;network data analysis;interactive graphics","","217","8","37","","6 Aug 2002","","","IEEE","IEEE Journals"
"Towards Better Analysis of Deep Convolutional Neural Networks","M. Liu; J. Shi; Z. Li; C. Li; J. Zhu; S. Liu","School of Software and TNListTsinghua University; Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys.TNList LabCBICR Center; School of Software and TNListTsinghua University; Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys.TNList LabCBICR Center; School of Software and TNListTsinghua University; School of Software and TNListTsinghua University","IEEE Transactions on Visualization and Computer Graphics","17 Nov 2016","2017","23","1","91","100","Deep convolutional neural networks (CNNs) have achieved breakthrough performance in many pattern recognition tasks such as image classification. However, the development of high-quality deep models typically relies on a substantial amount of trial-and-error, as there is still no clear understanding of when and why a deep model works. In this paper, we present a visual analytics approach for better understanding, diagnosing, and refining deep CNNs. We formulate a deep CNN as a directed acyclic graph. Based on this formulation, a hybrid visualization is developed to disclose the multiple facets of each neuron and the interactions between them. In particular, we introduce a hierarchical rectangle packing algorithm and a matrix reordering algorithm to show the derived features of a neuron cluster. We also propose a biclustering-based edge bundling method to reduce visual clutter caused by a large number of connections between neurons. We evaluated our method on a set of CNNs and the results are generally favorable.","1941-0506","","10.1109/TVCG.2016.2598831","National NSF of China(grant numbers:61672308,61322308,61332007); Microsoft Research(grant numbers:FY15-RES-OPP-112); National Basic Research Program (973 Program) of China(grant numbers:2013CB329403); Youth Top-notch Talent Support Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7536654","Deep convolutional neural networks;rectangle packing;matrix reordering;edge bundling;biclustering","Neurons;Neural networks;Training;Visual analytics;Clustering algorithms;Image edge detection","convolution;data visualisation;directed graphs;edge detection;matrix algebra;neural nets","deep convolutional neural networks;pattern recognition tasks;image classification;high-quality deep models;visual analytics approach;deep CNN;directed acyclic graph;hybrid visualization;hierarchical rectangle packing algorithm;matrix reordering algorithm;neuron cluster;biclustering-based edge bundling method;visual clutter reduction","","213","","60","IEEE","9 Aug 2016","","","IEEE","IEEE Journals"
"Visual Traffic Jam Analysis Based on Trajectory Data","Z. Wang; M. Lu; X. Yuan; J. Zhang; H. Van De Wetering","Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University; Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, and Center for Computational Science and Engineering, Peking University; Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, and Center for Computational Science and Engineering, Peking University; Shanghai Key Laboratory of Intelligent Information Processing, and School of Computer Science, Fudan University; Department of Mathematics and Computer Science, Technische Universiteit Eindhoven","IEEE Transactions on Visualization and Computer Graphics","16 Oct 2013","2013","19","12","2159","2168","In this work, we present an interactive system for visual analysis of urban traffic congestion based on GPS trajectories. For these trajectories we develop strategies to extract and derive traffic jam information. After cleaning the trajectories, they are matched to a road network. Subsequently, traffic speed on each road segment is computed and traffic jam events are automatically detected. Spatially and temporally related events are concatenated in, so-called, traffic jam propagation graphs. These graphs form a high-level description of a traffic jam and its propagation in time and space. Our system provides multiple views for visually exploring and analyzing the traffic condition of a large city as a whole, on the level of propagation graphs, and on road segment level. Case studies with 24 days of taxi GPS trajectories collected in Beijing demonstrate the effectiveness of our system.","1941-0506","","10.1109/TVCG.2013.228","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6634174","Road traffic;Trajectory;Urban areas;Global Positioning System;Data visualization;Cities and towns;Data mining;Traffic control;traffic jam propagation;Traffic visualization","Road traffic;Trajectory;Urban areas;Global Positioning System;Data visualization;Cities and towns;Data mining;Traffic control","data analysis;data visualisation;Global Positioning System;interactive systems;pattern matching;traffic information systems","Beijing;taxi GPS trajectories;visual exploration;high-level traffic jam description;traffic jam propagation graphs;spatially related events;temporally related events;automatic traffic jam event detection;road segment;traffic speed;trajectory matching;road network;traffic jam information extraction;GPS trajectories;interactive system;visual urban traffic congestion analysis;trajectory data;visual traffic jam analysis","Computer Graphics;Computer Simulation;Geographic Information Systems;Models, Statistical;Motor Vehicles;Pattern Recognition, Automated;User-Computer Interface","208","4","54","","16 Oct 2013","","","IEEE","IEEE Journals"
"Stacking-Based Visualization of Trajectory Attribute Data","C. Tominski; H. Schumann; G. Andrienko; N. Andrienko",University of Rostock; University of Rostock; Fraunhofer Institute IAIS; Fraunhofer Institute IAIS,"IEEE Transactions on Visualization and Computer Graphics","8 Oct 2012","2012","18","12","2565","2574","Visualizing trajectory attribute data is challenging because it involves showing the trajectories in their spatio-temporal context as well as the attribute values associated with the individual points of trajectories. Previous work on trajectory visualization addresses selected aspects of this problem, but not all of them. We present a novel approach to visualizing trajectory attribute data. Our solution covers space, time, and attribute values. Based on an analysis of relevant visualization tasks, we designed the visualization solution around the principle of stacking trajectory bands. The core of our approach is a hybrid 2D/3D display. A 2D map serves as a reference for the spatial context, and the trajectories are visualized as stacked 3D trajectory bands along which attribute values are encoded by color. Time is integrated through appropriate ordering of bands and through a dynamic query mechanism that feeds temporally aggregated information to a circular time display. An additional 2D time graph shows temporal information in full detail by stacking 2D trajectory bands. Our solution is equipped with analytical and interactive mechanisms for selecting and ordering of trajectories, and adjusting the color mapping, as well as coordinated highlighting and dedicated 3D navigation. We demonstrate the usefulness of our novel visualization by three examples related to radiation surveillance, traffic analysis, and maritime navigation. User feedback obtained in a small experiment indicates that our hybrid 2D/3D solution can be operated quite well.","1941-0506","","10.1109/TVCG.2012.265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6327262","Visualization;interaction;exploratory analysis;trajectory attribute data;spatio-temporal data","Trajectory;Data visualization;Image color analysis;Navigation","cartography;data visualisation;geographic information systems;solid modelling","stacking-based visualization;trajectory attribute data;spatio-temporal context;trajectory visualization;stacked 3D trajectory band;2D-3D display;2D map;spatial context;dynamic query mechanism;2D time graph;color mapping;3D navigation;radiation surveillance;traffic analysis;maritime navigation","","195","","35","","8 Oct 2012","","","IEEE","IEEE Journals"
"Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations","C. Collins; G. Penn; S. Carpendale",University of Toronto; University of Toronto; University of Calgary,"IEEE Transactions on Visualization and Computer Graphics","23 Oct 2009","2009","15","6","1009","1016","While many data sets contain multiple relationships, depicting more than one data relationship within a single visualization is challenging. We introduce Bubble Sets as a visualization technique for data that has both a primary data relation with a semantically significant spatial organization and a significant set membership relation in which members of the same set are not necessarily adjacent in the primary layout. In order to maintain the spatial rights of the primary data relation, we avoid layout adjustment techniques that improve set cluster continuity and density. Instead, we use a continuous, possibly concave, isocontour to delineate set membership, without disrupting the primary layout. Optimizations minimize cluster overlap and provide for calculation of the isocontours at interactive speeds. Case studies show how this technique can be used to indicate multiple sets on a variety of common visualizations.","1941-0506","","10.1109/TVCG.2009.122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290706","clustering;spatial layout;graph visualization;tree visualization","Data visualization;Tree graphs;Social network services;Scattering;Cognitive science;Air conditioning","data visualisation;set theory","Bubble sets;set relation;isocontours;data visualization;data sets;data relationship;primary data relation;set cluster continuity","","183","5","23","IEEE","23 Oct 2009","","","IEEE","IEEE Journals"
"A survey of visibility for walkthrough applications","D. Cohen-Or; Y. L. Chrysanthou; C. T. Silva; F. Durand","Sch. of Comput. Sci., Tel Aviv Univ., Israel; NA; NA; NA","IEEE Transactions on Visualization and Computer Graphics","25 Jun 2003","2003","9","3","412","431","Visibility algorithms for walkthrough and related applications have grown into a significant area, spurred by the growth in the complexity of models and the need for highly interactive ways of navigating them. In this survey, we review the fundamental issues in visibility and conduct an overview of the visibility culling techniques developed in the last decade. The taxonomy we use distinguishes point-based methods from-region methods. Point-based methods are further subdivided into object and image-precision techniques, while from-region approaches can take advantage of the cell-and-portal structure of architectural environments or handle generic scenes.","1941-0506","","10.1109/TVCG.2003.1207447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1207447","","Layout;Geometry;Computer graphics;Rendering (computer graphics);Testing;Navigation;Taxonomy;Three dimensional displays;Image generation;Acceleration","rendering (computer graphics);visual perception;computational geometry","visibility computations;interactive rendering;occlusion culling;walkthrough systems;visibility-culling;point-based methods","","177","21","98","","25 Jun 2003","","","IEEE","IEEE Journals"
"Network Visualization by Semantic Substrates","B. Shneiderman; A. Aris","Professor with the Computer Science Department and the Human-Computer Interaction Laboratory at the University of Maryland, College Park; PhD Candidate with the Computer Science Department and the Human-Computer Interaction Laboratory at the University of Maryland, College Park","IEEE Transactions on Visualization and Computer Graphics","20 Nov 2006","2006","12","5","733","740","Networks have remained a challenge for information visualization designers because of the complex issues of node and link layout coupled with the rich set of tasks that users present. This paper offers a strategy based on two principles: (1) layouts are based on user-defined semantic substrates, which are non-overlapping regions in which node placement is based on node attributes, (2) users interactively adjust sliders to control link visibility to limit clutter and thus ensure comprehensibility of source and destination. Scalability is further facilitated by user control of which nodes are visible. We illustrate our semantic substrates approach as implemented in NVSS 1.0 with legal precedent data for up to 1122 court cases in three regions with 7645 legal citations","1941-0506","","10.1109/TVCG.2006.166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4015424","Network visualization;semantic substrate;information visualization;graphical user interfaces","Data visualization;Displays;Law;Legal factors;Tunneling;Filters;Scalability;Graphical user interfaces;Terminology;Automatic control","data visualisation;graphical user interfaces","network visualization;information visualization designers;user-defined semantic substrates;NVSS 1.0;legal precedent data;legal citations;graphical user interfaces","","172","79","38","","20 Nov 2006","","","IEEE","IEEE Journals"
"Geometry-Based Edge Clustering for Graph Visualization","W. Cui; H. Zhou; H. Qu; P. C. Wong; X. Li",the Hong Kong University of Science and Technology; the Hong Kong University of Science and Technology; the Hong Kong University of Science and Technology; Pacific Northwest National Laboratory; Peking University,"IEEE Transactions on Visualization and Computer Graphics","24 Oct 2008","2008","14","6","1277","1284","Graphs have been widely used to model relationships among data. For large graphs, excessive edge crossings make the display visually cluttered and thus difﬁcult to explore. In this paper, we propose a novel geometry-based edge-clustering framework that can group edges into bundles to reduce the overall edge crossings. Our method uses a control mesh to guide the edge-clustering process; edge bundles can be formed by forcing all edges to pass through some control points on the mesh. The control mesh can be generated at different levels of detail either manually or automatically based on underlying graph patterns. Users can further interact with the edge-clustering results through several advanced visualization techniques such as color and opacity enhancement. Compared with other edge-clustering methods, our approach is intuitive, ﬂexible, and efﬁcient. The experiments on some large graphs demonstrate the effectiveness of our method.","1941-0506","","10.1109/TVCG.2008.135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658140","Index Terms—;Graph visualization;visual clutter;mesh;edge clustering","Cities and towns;Road transportation;Automatic control;Data visualization;Displays;Automatic generation control;Mesh generation;Telecommunication traffic;Traffic control;Switches","computational geometry;data visualisation;graphs;pattern clustering","geometry-based edge clustering;graph visualization;edge crossings;edge-clustering process","","168","6","23","IEEE","24 Oct 2008","","","IEEE","IEEE Journals"
"Terrain simplification simplified: a general framework for view-dependent out-of-core visualization","P. Lindstrom; V. Pascucci","Lawrence Livermore Nat. Lab., CA, USA; Lawrence Livermore Nat. Lab., CA, USA","IEEE Transactions on Visualization and Computer Graphics","7 Nov 2002","2002","8","3","239","254","We describe a general framework for out-of-core rendering and management of massive terrain surfaces. The two key components of this framework are: view-dependent refinement of the terrain mesh and a simple scheme for organizing the terrain data to improve coherence and reduce the number of paging events from external storage to main memory. Similar to several previously proposed methods for view-dependent refinement, we recursively subdivide a triangle mesh defined over regularly gridded data using longest-edge bisection. As part of this single, per-frame refinement pass, we perform triangle stripping, view frustum culling, and smooth blending of geometry using geomorphing. Meanwhile, our refinement framework supports a large class of error metrics, is highly competitive in terms of rendering performance, and is surprisingly simple to implement. Independent of our refinement algorithm, we also describe several data layout techniques for providing coherent access to the terrain data. By reordering the data in a manner that is more consistent with our recursive access pattern, we show that visualization of gigabyte-size data sets can be realized even on low-end, commodity PCs without the need for complicated and explicit data paging techniques. Rather, by virtue of dramatic improvements in multilevel cache coherence, we rely on the built-in paging mechanisms of the operating system to perform this task. The end result is a straightforward, simple-to-implement, pointerless indexing scheme that dramatically improves the data locality and paging performance over conventional matrix-based layouts.","1941-0506","","10.1109/TVCG.2002.1021577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1021577","","Data visualization;Geometry;Operating systems;Large-scale systems;Organizing;Personal communication networks;Indexing;Refining;Defense industry;Toy industry","data visualisation;rendering (computer graphics);computational geometry;cache storage;paged storage;operating systems (computers);quadtrees;geography","terrain simplification;view-dependent out-of-core visualization;out-of-core rendering;quadtree;massive terrain surfaces;terrain mesh refinement;paging events;longest-edge bisection;triangle stripping;view frustum culling;smooth blending;geometry;geomorphing;error metrics;data layout techniques;commodity personal computer;multilevel cache coherence;operating system;indexing","","165","8","35","","7 Nov 2002","","","IEEE","IEEE Journals"
"Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow","K. Wongsuphasawat; D. Smilkov; J. Wexler; J. Wilson; D. Mané; D. Fritz; D. Krishnan; F. B. Viégas; M. Wattenberg",Paul G. Allen School of Computer Science & EngineeringUniversity of Washington; Google Research; Google Research; Google Research; Google Research; Google Research; Google Research; Google Research; Google Research,"IEEE Transactions on Visualization and Computer Graphics","4 Dec 2017","2018","24","1","1","12","We present a design study of the TensorFlow Graph Visualizer, part of the TensorFlow machine intelligence platform. This tool helps users understand complex machine learning architectures by visualizing their underlying dataflow graphs. The tool works by applying a series of graph transformations that enable standard layout techniques to produce a legible interactive diagram. To declutter the graph, we decouple non-critical nodes from the layout. To provide an overview, we build a clustered graph using the hierarchical structure annotated in the source code. To support exploration of nested structure on demand, we perform edge bundling to enable stable and responsive cluster expansion. Finally, we detect and highlight repeated structures to emphasize a model's modular composition. To demonstrate the utility of the visualizer, we describe example usage scenarios and report user feedback. Overall, users find the visualizer useful for understanding, debugging, and sharing the structures of their models.","1941-0506","","10.1109/TVCG.2017.2744878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8019861","Neural Network;Graph Visualization;Dataflow Graph;Clustered Graph","Visualization;Layout;Machine learning;Computational modeling;Tools;Neural networks;Standards","data flow graphs;data visualisation;graph theory;learning (artificial intelligence)","deep learning models;TensorFlow Graph Visualizer;TensorFlow machine intelligence platform;complex machine learning architectures;graph transformations;standard layout techniques;legible interactive diagram;decouple noncritical nodes;clustered graph;hierarchical structure;nested structure;stable cluster expansion;responsive cluster expansion;dataflow graphs;user feedback","","162","","57","IEEE","29 Aug 2017","","","IEEE","IEEE Journals"
