"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MatrixExplorer: a Dual-Representation System to Explore Social Networks","N. Henry; J. Fekete",IEEE Computer Society; IEEE Computer Society,"IEEE Transactions on Visualization and Computer Graphics","20 Nov 2006","2006","12","5","677","684","MatrixExplorer is a network visualization system that uses two representations: node-link diagrams and matrices. Its design comes from a list of requirements formalized after several interviews and a participatory design session conducted with social science researchers. Although matrices are commonly used in social networks analysis, very few systems support the matrix-based representations to visualize and analyze networks. MatrixExplorer provides several novel features to support the exploration of social networks with a matrix-based representation, in addition to the standard interactive filtering and clustering functions. It provides tools to reorder (layout) matrices, to annotate and compare findings across different layouts and find consensus among several clusterings. MatrixExplorer also supports node-link diagram views which are familiar to most users and remain a convenient way to publish or communicate exploration results. Matrix and node-link representations are kept synchronized at all stages of the exploration process","1941-0506","","10.1109/TVCG.2006.160","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4015417","social networks visualization;node-link diagrams;matrix-based representations;exploratory process;matrix ordering;interactive clustering;consensus.","","data visualisation;diagrams;graph theory;matrix algebra;pattern clustering;social sciences computing","MatrixExplorer;dual-representation system;social networks;network visualization system;node-link diagrams;matrix-based representations;interactive filtering;clustering functions","Algorithms;Cluster Analysis;Computer Graphics;Computer Simulation;Information Storage and Retrieval;Models, Biological;Population Dynamics;Social Behavior;Social Support;Software;User-Computer Interface","154","2","35","","20 Nov 2006","","","IEEE","IEEE Journals"
"Acquiring a radiance distribution to superimpose virtual objects onto a real scene","I. Sato; Y. Sato; K. Ikeuchi","Inst. of Ind. Sci., Tokyo Univ., Japan; NA; NA","IEEE Transactions on Visualization and Computer Graphics","6 Aug 2002","1999","5","1","1","12","This paper describes a new method for superimposing virtual objects with correct shadings onto an image of a real scene. Unlike the previously proposed methods, our method can measure a radiance distribution of a real scene automatically and use it for superimposing virtual objects appropriately onto a real scene. First, a geometric model of the scene is constructed from a pair of omnidirectional images by using an omnidirectional stereo algorithm. Then, radiance of the scene is computed from a sequence of omnidirectional images taken with different shutter speeds and mapped onto the constructed geometric model. The radiance distribution mapped onto the geometric model is used for rendering virtual objects superimposed onto the scene image. As a result, even for a complex radiance distribution, our method can superimpose virtual objects with convincing shadings and shadows cast onto the real scene. We successfully tested the proposed method by using real images to show its effectiveness.","1941-0506","","10.1109/2945.764865","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=764865","","Layout;Lighting;Augmented reality;Solid modeling;Stereo vision;Computer graphics;Computer vision;Geometry;Rendering (computer graphics);Testing","augmented reality;brightness;computational geometry;stereo image processing;image sequences;rendering (computer graphics)","radiance distribution;virtual objects;real scene;geometric model;omnidirectional images;omnidirectional stereo algorithm;image sequences;shutter speeds;rendering;shadows;computer vision;augmented reality","","142","18","19","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Visualizing the Hidden Activity of Artificial Neural Networks","P. E. Rauber; S. G. Fadel; A. X. Falcão; A. C. Telea",University of GroningenUniversity of Campinas; University of São Paulo; University of Campinas; University of Groningen,"IEEE Transactions on Visualization and Computer Graphics","17 Nov 2016","2017","23","1","101","110","In machine learning, pattern classification assigns high-dimensional vectors (observations) to classes based on generalization from examples. Artificial neural networks currently achieve state-of-the-art results in this task. Although such networks are typically used as black-boxes, they are also widely believed to learn (high-dimensional) higher-level representations of the original observations. In this paper, we propose using dimensionality reduction for two tasks: visualizing the relationships between learned representations of observations, and visualizing the relationships between artificial neurons. Through experiments conducted in three traditional image classification benchmark datasets, we show how visualization can provide highly valuable feedback for network designers. For instance, our discoveries in one of these datasets (SVHN) include the presence of interpretable clusters of learned representations, and the partitioning of artificial neurons into groups with apparently related discriminative roles.","1941-0506","","10.1109/TVCG.2016.2598838","CAPES; FAPESP(grant numbers:2012/24121-9,2015/19851-6); CNPq(grant numbers:302970/2014-2,479070/2013-0); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7539329","Artificial neural networks;dimensionality reduction;algorithm understanding","Neurons;Visualization;Data visualization;Training;Neural networks;Computational modeling;Benchmark testing","data visualisation;learning (artificial intelligence);neural nets;pattern classification","hidden activity visualization;artificial neural networks;machine learning;pattern classification;high-dimensional vectors;dimensionality reduction","","137","","50","IEEE","10 Aug 2016","","","IEEE","IEEE Journals"
"A topological hierarchy for functions on triangulated surfaces","P. -. Bremer; B. Hamann; H. Edelsbrunner; V. Pascucci","Dept. of Comput. Sci., California Univ., Davis, CA, USA; Dept. of Comput. Sci., California Univ., Davis, CA, USA; NA; NA","IEEE Transactions on Visualization and Computer Graphics","18 May 2004","2004","10","4","385","396","We combine topological and geometric methods to construct a multiresolution representation for a function over a two-dimensional domain. In a preprocessing stage, we create the Morse-Smale complex of the function and progressively simplify its topology by cancelling pairs of critical points. Based on a simple notion of dependency among these cancellations, we construct a hierarchical data structure supporting traversal and reconstruction operations similarly to traditional geometry-based representations. We use this data structure to extract topologically valid approximations that satisfy error bounds provided at runtime.","1941-0506","","10.1109/TVCG.2004.3","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1298796","Critical point theory;Morse-Smale complex;terrain data;simplification;multiresolution data structure.","Topology;Data structures;Spatial resolution;Approximation error;Focusing;Data mining;Runtime;Data visualization;Electrostatics","data structures;graph theory;computational geometry;surface fitting;mesh generation","topological hierarchy;triangulated surfaces;multiresolution data representation;Morse-Smale complex;hierarchical data structure;critical point theory;terrain data;mesh generation","Algorithms;Computer Graphics;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional","129","","37","","18 May 2004","","","IEEE","IEEE Journals"
"A<sc>cti</sc>V<sc>is</sc>: Visual Exploration of Industry-Scale Deep Neural Network Models","M. Kahng; P. Y. Andrews; A. Kalro; D. H. Chau",Georgia Institute of Technology; Facebook; Facebook; Georgia Institute of Technology,"IEEE Transactions on Visualization and Computer Graphics","6 Dec 2017","2018","24","1","88","97","While deep learning models have achieved state-of-the-art accuracies for many prediction tasks, understanding these models remains a challenge. Despite the recent interest in developing visual tools to help users interpret deep learning models, the complexity and wide variety of models deployed in industry, and the large-scale datasets that they used, pose unique design challenges that are inadequately addressed by existing work. Through participatory design sessions with over 15 researchers and engineers at Facebook, we have developed, deployed, and iteratively improved ActiVis, an interactive visualization system for interpreting large-scale deep learning models and results. By tightly integrating multiple coordinated views, such as a computation graph overview of the model architecture, and a neuron activation view for pattern discovery and comparison, users can explore complex deep neural network models at both the instance-and subset-level. ActiVis has been deployed on Facebook's machine learning platform. We present case studies with Facebook researchers and engineers, and usage scenarios of how ActiVis may work with different models.","1941-0506","","10.1109/TVCG.2017.2744718","NSF Graduate Research Fellowship Program(grant numbers:DGE-1650044); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8022871","Visual analytics;deep learning;machine learning;information visualization","Computational modeling;Tools;Machine learning;Data models;Neurons;Facebook;Data visualization","data visualisation;learning (artificial intelligence);neural nets","visual tools;large-scale datasets;participatory design sessions;interactive visualization system;large-scale deep learning models;model architecture;complex deep neural network models;visual exploration;industry-scale deep neural network models;ActiVis system;machine learning platform","","129","","38","IEEE","30 Aug 2017","","","IEEE","IEEE Journals"
"Terrain Synthesis from Digital Elevation Models","H. Zhou; J. Sun; G. Turk; J. M. Rehg","GVU Center, Georgia Institute of Technology, TSRB, 85 5th Street NW, Atlanta, GA 30308; GVU Center, Georgia Institute of Technology, TSRB, 85 5th Street NW, Atlanta, GA 30308; GVU Center, Georgia Institute of Technology, TSRB, 85 5th Street NW, Atlanta, GA 30308; GVU Center, Georgia Institute of Technology, TSRB, 85 5th Street NW, Atlanta, GA 30308","IEEE Transactions on Visualization and Computer Graphics","20 Aug 2007","2007","13","4","834","848","In this paper, we present an example-based system for terrain synthesis. In our approach, patches from a sample terrain (represented by a height field) are used to generate a new terrain. The synthesis is guided by a user-sketched feature map that specifies where terrain features occur in the resulting synthetic terrain. Our system emphasizes large-scale curvilinear features (ridges and valleys) because such features are the dominant visual elements in most terrains. Both the example height field and user's sketch map are analyzed using a technique from the field of geomorphology. The system finds patches from the example data that match the features found in the user's sketch. Patches are joined together using graph cuts and Poisson editing. The order in which patches are placed in the synthesized terrain is determined by breadth-first traversal of a feature tree and this generates improved results over standard raster-scan placement orders. Our technique supports user-controlled terrain synthesis in a wide variety of styles, based upon the visual richness of real-world terrain data.","1941-0506","","10.1109/TVCG.2007.1027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4293025","Terrain synthesis;Digital Elevation Models;terrain analysis;texture synthesis.","Digital elevation models;Geology;Large-scale systems;Application software;Computational modeling;Aerospace simulation;Computer simulation;Fractals;Sun;Tree graphs","computer graphics;geomorphology;graph theory;terrain mapping;tree searching","terrain synthesis;digital elevation model;example-based system;user-sketched feature map;synthetic terrain;large-scale curvilinear features;geomorphology;graph cuts;Poisson editing;breadth-first traversal;raster-scan placement orders;texture synthesis","Algorithms;Altitude;Computer Graphics;Environment;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Information Storage and Retrieval","128","1","37","","20 Aug 2007","","","IEEE","IEEE Journals"
"Adaptive real-time level-of-detail based rendering for polygonal models","J. C. Xia; J. El-Sana; A. Varshney","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA; NA; NA","IEEE Transactions on Visualization and Computer Graphics","6 Aug 2002","1997","3","2","171","183","We present an algorithm for performing adaptive real-time level-of-detail-based rendering for triangulated polygonal models. The simplifications are dependent on viewing direction, lighting, and visibility and are performed by taking advantage of image-space, object-space, and frame-to-frame coherences. In contrast to the traditional approaches of precomputing a fixed number of level-of-detail representations for a given object, our approach involves statically generating a continuous level-of-detail representation for the object. This representation is then used at run time to guide the selection of appropriate triangles for display. The list of displayed triangles is updated incrementally from one frame to the next. Our approach is more effective than the current level-of-detail-based rendering approaches for most scientific visualization applications, where there are a limited number of highly complex objects that stay relatively close to the viewer. Our approach is applicable for scalar (such as distance from the viewer) as well as vector (such as normal direction) attributes.","1941-0506","","10.1109/2945.597799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=597799","","Iterative algorithms;Rendering (computer graphics);Electrical capacitance tomography;Visualization;Displays;Hardware;Layout;Virtual reality;Graphics;Acceleration","real-time systems;rendering (computer graphics);computational geometry;data visualisation","adaptive real-time level-of-detail rendering;triangulated polygonal models;viewing direction;lighting;visibility;image-space;object-space;frame-to-frame coherence;run time;displayed triangles;scientific visualization;scalar attributes;vector attributes;view-dependent simplifications;triangle hierarchies;multiresolution hierarchies;selective refinement","","127","8","36","","6 Aug 2002","","","IEEE","IEEE Journals"
"“Search, Show Context, Expand on Demand”: Supporting Large Graph Exploration with Degree-of-Interest","F. van Ham; A. Perer","IBM-ILOG Research in Gentilly, France; IBM Research in Haifa, Israel","IEEE Transactions on Visualization and Computer Graphics","23 Oct 2009","2009","15","6","953","960","A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such an overview is not relevant or practical for users, as analyzing the global structure may not be related to the main task of the users that have semi-specific information needs. Furthermore, users accessing large graph databases through an online connection or users running on less powerful (mobile) hardware simply do not have the resources needed to compute these overviews. In this paper, we advocate an interaction model that allows users to remotely browse the immediate context graph around a specific node of interest. We show how Furnas’ original degree of interest function can be adapted from trees to graphs and how we can use this metric to extract useful contextual subgraphs, control the complexity of the generated visualization and direct users to interesting datapoints in the context. We demeffectiveness of our approach with an exploration of a dense online database containing over 3 million legal citations.","1941-0506","","10.1109/TVCG.2009.108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290699","Graph visualization;network visualization;degree of interest;legal citation networks;focus+context","Data visualization;Context modeling;Law;Legal factors;Information analysis;Mobile computing;Hardware;Tree graphs;Visual databases;Data analysis","citation analysis;data visualisation;graph theory;mathematics computing","large graph exploration;graph visualization;large graph database;immediate context graph;contextual subgraph;dense online database;legal citation","","127","","24","IEEE","23 Oct 2009","","","IEEE","IEEE Journals"
"Balancing Systematic and Flexible Exploration of Social Networks","A. Perer; B. Shneiderman","Department of Computer Science, University of Maryland, College Park, MD 20742; Department of Computer Science, University of Maryland, College Park, MD 20742","IEEE Transactions on Visualization and Computer Graphics","20 Nov 2006","2006","12","5","693","700","Social network analysis (SNA) has emerged as a powerful method for understanding the importance of relationships in networks. However, interactive exploration of networks is currently challenging because: (1) it is difficult to find patterns and comprehend the structure of networks with many nodes and links, and (2) current systems are often a medley of statistical methods and overwhelming visual output which leaves many analysts uncertain about how to explore in an orderly manner. This results in exploration that is largely opportunistic. Our contributions are techniques to help structural analysts understand social networks more effectively. We present SocialAction, a system that uses attribute ranking and coordinated views to help users systematically examine numerous SNA measures. Users can (1) flexibly iterate through visualizations of measures to gain an overview, filter nodes, and find outliers, (2) aggregate networks using link structure, find cohesive subgroups, and focus on communities of interest, and (3) untangle networks by viewing different link types separately, or find patterns across different link types using a matrix overview. For each operation, a stable node layout is maintained in the network visualization so users can make comparisons. SocialAction offers analysts a strategy beyond opportunism, as it provides systematic, yet flexible, techniques for exploring social networks","1941-0506","","10.1109/TVCG.2006.122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4015419","Social networks;interactive graph visualization;attribute ranking;coordinated views;exploratory data analysis","Social network services;Data visualization;Pattern analysis;Coordinate measuring machines;Data analysis;Statistical analysis;Gain measurement;Filters;Aggregates;Navigation","data analysis;data visualisation;graph theory;graphical user interfaces;matrix algebra;social sciences computing","social network analysis;statistical methods;SocialAction;attribute ranking;matrix overview;network visualization;data analysis","Algorithms;Cluster Analysis;Computer Graphics;Computer Simulation;Information Storage and Retrieval;Models, Biological;Population Dynamics;Social Behavior;Social Support;Software;User-Computer Interface","123","8","34","","20 Nov 2006","","","IEEE","IEEE Journals"
"MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering","T. von Landesberger; F. Brodkorb; P. Roskosch; N. Andrienko; G. Andrienko; A. Kerren","Technical University of Darmstadt, Germany; Technical University of Darmstadt, Germany; Technical University of Darmstadt, Germany; Fraunhofer IAIS, Bonn, Germany; Fraunhofer IAIS, Bonn, Germany; Fraunhofer IAIS, Bonn, Germany","IEEE Transactions on Visualization and Computer Graphics","27 Oct 2015","2016","22","1","11","20","Learning more about people mobility is an important task for official decision makers and urban planners. Mobility data sets characterize the variation of the presence of people in different places over time as well as movements (or flows) of people between the places. The analysis of mobility data is challenging due to the need to analyze and compare spatial situations (i.e., presence and flows of people at certain time moments) and to gain an understanding of the spatio-temporal changes (variations of situations over time). Traditional flow visualizations usually fail due to massive clutter. Modern approaches offer limited support for investigating the complex variation of the movements over longer time periods. We propose a visual analytics methodology that solves these issues by combined spatial and temporal simplifications. We have developed a graph-based method, called MobilityGraphs, which reveals movement patterns that were occluded in flow maps. Our method enables the visual representation of the spatio-temporal variation of movements for long time series of spatial situations originally containing a large number of intersecting flows. The interactive system supports data exploration from various perspectives and at various levels of detail by interactive setting of clustering parameters. The feasibility our approach was tested on aggregated mobility data derived from a set of geolocated Twitter posts within the Greater London city area and mobile phone call data records in Abidjan, Ivory Coast. We could show that MobilityGraphs support the identification of regular daily and weekly movement patterns of resident population.","1941-0506","","10.1109/TVCG.2015.2468111","GRACeFUL; SoBigData; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7192732","Visual analytics;movement data;networks;graphs;temporal aggregation;spatial aggregation;flows;clustering;Visual analytics;movement data;networks;graphs;temporal aggregation;spatial aggregation;flows;clustering","Data visualization;Aggregates;Visualization;Clustering algorithms;Clutter;Geology;Twitter","data visualisation;graph theory;pattern clustering;social sciences computing","MobilityGraphs;visual analysis;mass mobility dynamics;spatio-temporal graphs;people mobility;mobility data sets;people movements;people flows;mobility data analysis;spatial situations;spatio-temporal changes;flow visualizations;massive clutter;movements complex variation;time periods;visual analytics methodology;spatial simplifications;temporal simplifications;graph-based method;flow maps;visual representation;spatio-temporal variation;intersecting flows;interactive system;data exploration;interactive setting;clustering parameters;geolocated Twitter posts;Greater London city area;mobile phone call data records;Abidjan;Ivory Coast;daily movement patterns;weekly movement patterns;resident population","","117","1","56","IEEE","12 Aug 2015","","","IEEE","IEEE Journals"
